,Company.CIK,Target.Company,Switch.Date,Event__,Filer.CIK,Date.of.13g,Switcher,INDEX_URL,EDGAR_LINK__,SIC,state_of_INC
100809,46619,HEICO CORP ,3/2/2007,907,80255,2/13/2007,PRICE T ROWE ASSOCIATES INC MD ,https://www.sec.gov/Archives/edgar/data/46619/0000080255-07-000064-index.htm,https://www.sec.gov/Archives/edgar/data/46619/0000080255-07-000064.txt,3724,FL
100837,68709,MTS SYSTEMS CORP ,3/2/2007,907,80255,2/13/2007,PRICE T ROWE ASSOCIATES INC MD ,https://www.sec.gov/Archives/edgar/data/68709/0000080255-07-000172-index.htm,https://www.sec.gov/Archives/edgar/data/68709/0000080255-07-000172.txt,3829,MN
102327,38570,ORLEANS HOMEBUILDERS INC ,3/2/2007,907,80255,2/14/2007,PRICE T ROWE ASSOCIATES INC MD ,https://www.sec.gov/Archives/edgar/data/38570/0000080255-07-000340-index.htm,https://www.sec.gov/Archives/edgar/data/38570/0000080255-07-000340.txt,1531,DE
102363,69488,MYERS INDUSTRIES INC ,3/2/2007,907,80255,2/14/2007,PRICE T ROWE ASSOCIATES INC MD ,https://www.sec.gov/Archives/edgar/data/69488/0000080255-07-000311-index.htm,https://www.sec.gov/Archives/edgar/data/69488/0000080255-07-000311.txt,3089,OH
987,912766,"LAUREATE__EDUCATION,__INC.",3/2/2007,907,80255,NA,PRICE T ROWE ASSOCIATES INC /MD/,NA,NA,0,0
1023,883670,LONE__STAR__STEAKHOUSE__&__SALOON__INC,8/29/2006,713,902188,2/14/2006,COULTER JAMIE B,0,0,0,0
80132,1007456,ELECTRONIC DATA SYSTEMS CORP DE ,7/17/2006,1608,1164833,2/14/2005,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1007456/0001164833-05-000048-index.htm,https://www.sec.gov/Archives/edgar/data/1007456/0001164833-05-000048.txt,7370,DE
80588,1057689,CAPITAL LEASE FUNDING INC ,7/17/2006,1608,1164833,2/14/2005,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1057689/0001164833-05-000058-index.htm,https://www.sec.gov/Archives/edgar/data/1057689/0001164833-05-000058.txt,6798,522414533
80647,1066138,LODGIAN INC ,7/17/2006,1608,1164833,2/14/2005,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1066138/0001164833-05-000057-index.htm,https://www.sec.gov/Archives/edgar/data/1066138/0001164833-05-000057.txt,7011,DE
80843,1085636,CENTRAL FREIGHT LINES INC ,7/17/2006,1608,1164833,2/14/2005,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1085636/0001164833-05-000047-index.htm,https://www.sec.gov/Archives/edgar/data/1085636/0001164833-05-000047.txt,4213,NV
80900,1093273,MAGNA ENTERTAINMENT CORP ,7/17/2006,1608,1164833,2/14/2005,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1093273/0001164833-05-000060-index.htm,https://www.sec.gov/Archives/edgar/data/1093273/0001164833-05-000060.txt,7948,DE
81042,1113247,BEARINGPOINT INC ,7/17/2006,1608,1164833,2/14/2005,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1113247/0001164833-05-000043-index.htm,https://www.sec.gov/Archives/edgar/data/1113247/0001164833-05-000043.txt,8742,DE
81254,3453,ALEXANDER BALDWIN INC ,7/17/2006,1608,1164833,2/14/2005,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000042-index.htm,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000042.txt,4400,HI
81255,13610,BOWNE CO INC ,7/17/2006,1608,1164833,2/14/2005,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000044-index.htm,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000044.txt,2750,DE
81256,915840,BEAZER HOMES USA INC ,7/17/2006,1608,1164833,2/14/2005,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000045-index.htm,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000045.txt,1531,DE
81257,915290,CONCORD COMMUNICATIONS INC ,7/17/2006,1608,1164833,2/14/2005,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000046-index.htm,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000046.txt,7372,MA
81258,904020,FLYI INC ,7/17/2006,1608,1164833,2/14/2005,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000049-index.htm,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000049.txt,4512,DE
81259,914373,JAMESON INNS INC ,7/17/2006,1608,1164833,2/14/2005,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000051-index.htm,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000051.txt,6798,GA
81261,352541,ALLIANT ENERGY CORP ,7/17/2006,1608,1164833,2/14/2005,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000056-index.htm,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000056.txt,4931,WI
81263,311871,POPE TALBOT INC DE ,7/17/2006,1608,1164833,2/14/2005,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000063-index.htm,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000063.txt,2611,DE
81264,95585,PATHMARK STORES INC ,7/17/2006,1608,1164833,2/14/2005,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000064-index.htm,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000064.txt,5411,DE
81265,319256,SEARS ROEBUCK CO ,7/17/2006,1608,1164833,2/14/2005,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000065-index.htm,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000065.txt,5311,NY
81266,914536,SPHERION CORP ,7/17/2006,1608,1164833,2/14/2005,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000066-index.htm,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000066.txt,7363,DE
81267,203248,SOUTHERN UNION CO ,7/17/2006,1608,1164833,2/14/2005,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000067-index.htm,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000067.txt,4924,DE
81268,70318,TENET HEALTHCARE CORP ,7/17/2006,1608,1164833,2/14/2005,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000068-index.htm,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000068.txt,8062,NV
81270,5513,UNUMPROVIDENT CORP ,7/17/2006,1608,1164833,2/14/2005,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000071-index.htm,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000071.txt,6321,DE
81271,883293,VALASSIS COMMUNICATIONS INC ,7/17/2006,1608,1164833,2/14/2005,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000072-index.htm,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000072.txt,7310,DE
84048,842162,LEAR CORP DE ,7/17/2006,1608,1164833,5/9/2005,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000081-index.htm,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000081.txt,2531,DE
84995,835729,BMC SOFTWARE INC ,7/17/2006,1608,1164833,8/9/2005,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000090-index.htm,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000090.txt,7372,DE
85325,830141,PIONEER COMPANIES INC ,7/17/2006,1608,1164833,9/9/2005,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000097-index.htm,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000097.txt,2800,DE
85574,30625,FLOWSERVE CORP ,7/17/2006,1608,1164833,10/7/2005,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000100-index.htm,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000100.txt,3561,NY
86285,88205,SPX CORP ,7/17/2006,1608,1164833,12/9/2005,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000118-index.htm,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-05-000118.txt,3540,DE
93807,915389,EASTMAN CHEMICAL CO ,7/17/2006,1608,1164833,4/10/2006,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-06-000120-index.htm,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-06-000120.txt,2821,DE
93808,3370,IKON OFFICE SOLUTIONS INC ,7/17/2006,1608,1164833,4/10/2006,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-06-000121-index.htm,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-06-000121.txt,5045,OH
94799,18532,CENTEX CORP ,7/17/2006,1608,1164833,7/10/2006,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-06-000128-index.htm,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-06-000128.txt,1531,NV
95539,1093273,MAGNA ENTERTAINMENT CORP ,7/17/2006,1608,1164833,9/25/2006,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1093273/0001164833-06-000154-index.htm,https://www.sec.gov/Archives/edgar/data/1093273/0001164833-06-000154.txt,7948,DE
96361,920760,LENNAR CORP NEW ,7/17/2006,1608,1164833,12/8/2006,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-06-000162-index.htm,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-06-000162.txt,1520,DE
96976,1137778,WCI COMMUNITIES INC ,7/17/2006,1608,1164833,1/16/2007,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1137778/0001164833-07-000010-index.htm,https://www.sec.gov/Archives/edgar/data/1137778/0001164833-07-000010.txt,1531,all
101230,1037461,BJS WHOLESALE CLUB INC ,7/17/2006,1608,1164833,2/14/2007,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1037461/0001164833-07-000080-index.htm,https://www.sec.gov/Archives/edgar/data/1037461/0001164833-07-000080.txt,5331,DE
101733,943003,AGRIUM INC ,7/17/2006,1608,1164833,2/14/2007,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-07-000074-index.htm,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-07-000074.txt,2870,980346248
101734,3453,ALEXANDER BALDWIN INC ,7/17/2006,1608,1164833,2/14/2007,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-07-000077-index.htm,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-07-000077.txt,4400,HI
101735,723612,AVIS BUDGET GROUP INC ,7/17/2006,1608,1164833,2/14/2007,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-07-000083-index.htm,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-07-000083.txt,6531,DE
101737,23675,Con way Inc ,7/17/2006,1608,1164833,2/14/2007,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-07-000087-index.htm,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-07-000087.txt,4213,DE
101738,29924,DOW JONES CO INC ,7/17/2006,1608,1164833,2/14/2007,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-07-000089-index.htm,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-07-000089.txt,2711,DE
101740,763848,NWQ INVESTMENT MANAGEMENT CO LLC ,7/17/2006,1608,1164833,2/14/2007,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-07-000096-index.htm,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-07-000096.txt,Mailing,DE
101742,51644,INTERPUBLIC GROUP OF COMPANIES INC ,7/17/2006,1608,1164833,2/14/2007,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-07-000101-index.htm,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-07-000101.txt,7311,DE
101743,933036,RENT A CENTER INC DE ,7/17/2006,1608,1164833,2/14/2007,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-07-000117-index.htm,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-07-000117.txt,7359,DE
101744,30419,R H DONNELLEY CORP ,7/17/2006,1608,1164833,2/14/2007,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-07-000118-index.htm,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-07-000118.txt,7310,DE
101745,771950,WESTWOOD ONE INC DE ,7/17/2006,1608,1164833,2/14/2007,HOTCHKIS WILEY CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-07-000130-index.htm,https://www.sec.gov/Archives/edgar/data/1164833/0001164833-07-000130.txt,7900,DE
1033,1093273,MAGNA__ENTERTAINMENT__CORP,7/17/2006,1608,1164833,NA,,NA,NA,0,0
94474,65770,MICROVISION INC ,7/2/2007,1607,808722,6/6/2006,KNOTT DAVID M ,https://www.sec.gov/Archives/edgar/data/65770/0001193125-06-125066-index.htm,https://www.sec.gov/Archives/edgar/data/65770/0001193125-06-125066.txt,3679,WA
96534,725460,LANGER INC ,7/2/2007,1607,808722,12/18/2006,KNOTT DAVID M ,https://www.sec.gov/Archives/edgar/data/725460/0001104659-06-082226-index.htm,https://www.sec.gov/Archives/edgar/data/725460/0001104659-06-082226.txt,3842,NY
1034,1093273,MAGNA__ENTERTAINMENT__CORP,7/2/2007,1607,808722,NA,KNOTT DAVID M,NA,NA,0,0
100383,109177,ZAPATA CORP ,8/15/2006,1873,814375,2/13/2007,DONALD SMITH CO INC ,https://www.sec.gov/Archives/edgar/data/109177/0000814375-07-000017-index.htm,https://www.sec.gov/Archives/edgar/data/109177/0000814375-07-000017.txt,2070,NV
100772,21212,COACHMEN INDUSTRIES INC ,8/15/2006,1873,814375,2/13/2007,DONALD SMITH CO INC ,https://www.sec.gov/Archives/edgar/data/21212/0000814375-07-000050-index.htm,https://www.sec.gov/Archives/edgar/data/21212/0000814375-07-000050.txt,3716,IN
100773,215403,CERES GROUP INC ,8/15/2006,1873,814375,2/13/2007,DONALD SMITH CO INC ,https://www.sec.gov/Archives/edgar/data/215403/0000814375-07-000015-index.htm,https://www.sec.gov/Archives/edgar/data/215403/0000814375-07-000015.txt,6311,DE
100774,216085,HAVERTY FURNITURE COMPANIES INC ,8/15/2006,1873,814375,2/13/2007,DONALD SMITH CO INC ,https://www.sec.gov/Archives/edgar/data/216085/0000814375-07-000002-index.htm,https://www.sec.gov/Archives/edgar/data/216085/0000814375-07-000002.txt,5712,MD
100780,24491,COOPER TIRE RUBBER CO ,8/15/2006,1873,814375,2/13/2007,DONALD SMITH CO INC ,https://www.sec.gov/Archives/edgar/data/24491/0000814375-07-000049-index.htm,https://www.sec.gov/Archives/edgar/data/24491/0000814375-07-000049.txt,3011,DE
100783,26780,DANA CORP ,8/15/2006,1873,814375,2/13/2007,DONALD SMITH CO INC ,https://www.sec.gov/Archives/edgar/data/26780/0000814375-07-000013-index.htm,https://www.sec.gov/Archives/edgar/data/26780/0000814375-07-000013.txt,3714,VA
100785,278041,INTERNATIONAL SHIPHOLDING CORP ,8/15/2006,1873,814375,2/13/2007,DONALD SMITH CO INC ,https://www.sec.gov/Archives/edgar/data/278041/0000814375-07-000040-index.htm,https://www.sec.gov/Archives/edgar/data/278041/0000814375-07-000040.txt,4412,DE
100787,28917,DILLARDS INC ,8/15/2006,1873,814375,2/13/2007,DONALD SMITH CO INC ,https://www.sec.gov/Archives/edgar/data/28917/0000814375-07-000047-index.htm,https://www.sec.gov/Archives/edgar/data/28917/0000814375-07-000047.txt,5311,DE
100789,311871,POPE TALBOT INC DE ,8/15/2006,1873,814375,2/13/2007,DONALD SMITH CO INC ,https://www.sec.gov/Archives/edgar/data/311871/0000814375-07-000034-index.htm,https://www.sec.gov/Archives/edgar/data/311871/0000814375-07-000034.txt,2611,DE
100791,313749,LA QUINTA CORP ,8/15/2006,1873,814375,2/13/2007,DONALD SMITH CO INC ,https://www.sec.gov/Archives/edgar/data/313749/0000814375-07-000011-index.htm,https://www.sec.gov/Archives/edgar/data/313749/0000814375-07-000011.txt,7011,DE
100792,314727,HANDLEMAN CO MI ,8/15/2006,1873,814375,2/13/2007,DONALD SMITH CO INC ,https://www.sec.gov/Archives/edgar/data/314727/0000814375-07-000043-index.htm,https://www.sec.gov/Archives/edgar/data/314727/0000814375-07-000043.txt,5099,MI
100802,350832,AMERICAN PACIFIC CORP ,8/15/2006,1873,814375,2/13/2007,DONALD SMITH CO INC ,https://www.sec.gov/Archives/edgar/data/350832/0000814375-07-000051-index.htm,https://www.sec.gov/Archives/edgar/data/350832/0000814375-07-000051.txt,2810,DE
100831,6176,AMPCO PITTSBURGH CORP ,8/15/2006,1873,814375,2/13/2007,DONALD SMITH CO INC ,https://www.sec.gov/Archives/edgar/data/6176/0000814375-07-000016-index.htm,https://www.sec.gov/Archives/edgar/data/6176/0000814375-07-000016.txt,3561,PA
100832,62737,MARSH SUPERMARKETS INC ,8/15/2006,1873,814375,2/13/2007,DONALD SMITH CO INC ,https://www.sec.gov/Archives/edgar/data/62737/0000814375-07-000010-index.htm,https://www.sec.gov/Archives/edgar/data/62737/0000814375-07-000010.txt,5411,IN
100847,718074,NU HORIZONS ELECTRONICS CORP ,8/15/2006,1873,814375,2/13/2007,DONALD SMITH CO INC ,https://www.sec.gov/Archives/edgar/data/718074/0000814375-07-000008-index.htm,https://www.sec.gov/Archives/edgar/data/718074/0000814375-07-000008.txt,5065,DE
100856,738076,3COM CORP ,8/15/2006,1873,814375,2/13/2007,DONALD SMITH CO INC ,https://www.sec.gov/Archives/edgar/data/738076/0000814375-07-000014-index.htm,https://www.sec.gov/Archives/edgar/data/738076/0000814375-07-000014.txt,3576,DE
100868,766421,ALASKA AIR GROUP INC ,8/15/2006,1873,814375,2/13/2007,DONALD SMITH CO INC ,https://www.sec.gov/Archives/edgar/data/766421/0000814375-07-000052-index.htm,https://www.sec.gov/Archives/edgar/data/766421/0000814375-07-000052.txt,4512,DE
100882,772897,HUTCHINSON TECHNOLOGY INC ,8/15/2006,1873,814375,2/13/2007,DONALD SMITH CO INC ,https://www.sec.gov/Archives/edgar/data/772897/0000814375-07-000041-index.htm,https://www.sec.gov/Archives/edgar/data/772897/0000814375-07-000041.txt,3679,MN
100886,790703,TECH DATA CORP ,8/15/2006,1873,814375,2/13/2007,DONALD SMITH CO INC ,https://www.sec.gov/Archives/edgar/data/790703/0000814375-07-000024-index.htm,https://www.sec.gov/Archives/edgar/data/790703/0000814375-07-000024.txt,5045,FL
100892,801644,DOMTAR INC FI ,8/15/2006,1873,814375,2/13/2007,DONALD SMITH CO INC ,https://www.sec.gov/Archives/edgar/data/801644/0000814375-07-000046-index.htm,https://www.sec.gov/Archives/edgar/data/801644/0000814375-07-000046.txt,Mailing,0
100899,807707,AUDIOVOX CORP ,8/15/2006,1873,814375,2/13/2007,DONALD SMITH CO INC ,https://www.sec.gov/Archives/edgar/data/807707/0000814375-07-000019-index.htm,https://www.sec.gov/Archives/edgar/data/807707/0000814375-07-000019.txt,5065,DE
100901,810332,MESA AIR GROUP INC ,8/15/2006,1873,814375,2/13/2007,DONALD SMITH CO INC ,https://www.sec.gov/Archives/edgar/data/810332/0000814375-07-000036-index.htm,https://www.sec.gov/Archives/edgar/data/810332/0000814375-07-000036.txt,4512,NV
100906,812708,WELLMAN INC ,8/15/2006,1873,814375,2/13/2007,DONALD SMITH CO INC ,https://www.sec.gov/Archives/edgar/data/812708/0000814375-07-000018-index.htm,https://www.sec.gov/Archives/edgar/data/812708/0000814375-07-000018.txt,2820,DE
100909,813781,EXIDE TECHNOLOGIES ,8/15/2006,1873,814375,2/13/2007,DONALD SMITH CO INC ,https://www.sec.gov/Archives/edgar/data/813781/0000814375-07-000003-index.htm,https://www.sec.gov/Archives/edgar/data/813781/0000814375-07-000003.txt,3690,DE
100912,96831,TECUMSEH PRODUCTS CO ,8/15/2006,1873,814375,2/13/2007,DONALD SMITH CO INC ,https://www.sec.gov/Archives/edgar/data/814375/0000814375-07-000022-index.htm,https://www.sec.gov/Archives/edgar/data/814375/0000814375-07-000022.txt,3585,MI
100913,96831,TECUMSEH PRODUCTS CO ,8/15/2006,1873,814375,2/13/2007,DONALD SMITH CO INC ,https://www.sec.gov/Archives/edgar/data/814375/0000814375-07-000023-index.htm,https://www.sec.gov/Archives/edgar/data/814375/0000814375-07-000023.txt,3585,MI
100915,95552,SUPERIOR INDUSTRIES INTERNATIONAL INC ,8/15/2006,1873,814375,2/13/2007,DONALD SMITH CO INC ,https://www.sec.gov/Archives/edgar/data/814375/0000814375-07-000027-index.htm,https://www.sec.gov/Archives/edgar/data/814375/0000814375-07-000027.txt,3714,CA
100919,88095,SEA CONTAINERS LTD NY ,8/15/2006,1873,814375,2/13/2007,DONALD SMITH CO INC ,https://www.sec.gov/Archives/edgar/data/814375/0000814375-07-000032-index.htm,https://www.sec.gov/Archives/edgar/data/814375/0000814375-07-000032.txt,4400,980038412
1112,1252509,MI__DEVELOPMENTS__INC,8/15/2006,1873,814375,NA,,NA,NA,0,0
1158,1047098,MPW__INDUSTRIAL__SERVICES__GROUP__INC,5/15/2006,1390,1054888,2/14/2006,BLACK MONTE R,0,0,0,0
96868,1136655,ARBINET THEXCHANGE INC ,7/23/2007,1120,1265181,1/11/2007,SINGER KAREN ,https://www.sec.gov/Archives/edgar/data/1136655/0000950123-07-000310-index.htm,https://www.sec.gov/Archives/edgar/data/1136655/0000950123-07-000310.txt,7389,DE
1197,1003111,"NEON__Communications__Group,__Inc.",7/23/2007,1120,1265181,NA,SINGER KAREN,NA,NA,0,0
1394,928592,PVF__CAPITAL__CORP,2/12/2007,1001,1195548,2/14/2006,,0,0,0,0
84905,881464,AMYLIN PHARMACEUTICALS INC ,2/7/2007,1210,1140888,8/1/2005,EASTBOURNE CAPITAL MANAGEMENT LLC CA ,https://www.sec.gov/Archives/edgar/data/1140888/0001140888-05-000050-index.htm,https://www.sec.gov/Archives/edgar/data/1140888/0001140888-05-000050.txt,2834,DE
856521,1109196,TELIK INC ,2/7/2007,1210,1140888,10/11/2005,EASTBOURNE CAPITAL MANAGEMENT LLC CA ,https://www.sec.gov/Archives/edgar/data/1109196/0001140888-05-000052-index.htm,https://www.sec.gov/Archives/edgar/data/1109196/0001140888-05-000052.txt,2834,DE
858931,949699,PHARMACYCLICS INC ,2/7/2007,1210,1140888,11/2/2005,EASTBOURNE CAPITAL MANAGEMENT LLC CA ,https://www.sec.gov/Archives/edgar/data/1140888/0001140888-05-000055-index.htm,https://www.sec.gov/Archives/edgar/data/1140888/0001140888-05-000055.txt,2834,DE
888281,1107601,ATHEROGENICS INC ,2/7/2007,1210,1140888,2/9/2006,EASTBOURNE CAPITAL MANAGEMENT LLC CA ,https://www.sec.gov/Archives/edgar/data/1107601/0001140888-06-000003-index.htm,https://www.sec.gov/Archives/edgar/data/1107601/0001140888-06-000003.txt,2834,GA
888561,949699,PHARMACYCLICS INC ,2/7/2007,1210,1140888,2/9/2006,EASTBOURNE CAPITAL MANAGEMENT LLC CA ,https://www.sec.gov/Archives/edgar/data/1140888/0001140888-06-000010-index.htm,https://www.sec.gov/Archives/edgar/data/1140888/0001140888-06-000010.txt,2834,DE
888571,895361,M SYSTEMS FLASH DISK PIONEERS LTD ,2/7/2007,1210,1140888,2/9/2006,EASTBOURNE CAPITAL MANAGEMENT LLC CA ,https://www.sec.gov/Archives/edgar/data/1140888/0001140888-06-000016-index.htm,https://www.sec.gov/Archives/edgar/data/1140888/0001140888-06-000016.txt,3572,L3
96743,1107601,ATHEROGENICS INC ,2/7/2007,1210,1140888,1/9/2007,EASTBOURNE CAPITAL MANAGEMENT LLC CA ,https://www.sec.gov/Archives/edgar/data/1107601/0001140888-07-000002-index.htm,https://www.sec.gov/Archives/edgar/data/1107601/0001140888-07-000002.txt,2834,GA
101361,1059786,MIPS TECHNOLOGIES INC ,2/7/2007,1210,1140888,2/14/2007,EASTBOURNE CAPITAL MANAGEMENT LLC CA ,https://www.sec.gov/Archives/edgar/data/1059786/0001140888-07-000016-index.htm,https://www.sec.gov/Archives/edgar/data/1059786/0001140888-07-000016.txt,3674,DE
1397,1016289,PYR__ENERGY__CORP,2/7/2007,1210,1140888,NA,,NA,NA,0,0
833521,76321,PARKER DRILLING CO DE ,9/28/2006,667,1050417,3/9/2005,CONTRARIAN CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1050417/0000919574-05-001229-index.htm,https://www.sec.gov/Archives/edgar/data/1050417/0000919574-05-001229.txt,1381,DE
846371,949240,WORLD AIR HOLDINGS INC ,9/28/2006,667,1050417,7/5/2005,CONTRARIAN CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1050417/0000919574-05-002264-index.htm,https://www.sec.gov/Archives/edgar/data/1050417/0000919574-05-002264.txt,4522,202121036
848581,878280,SALTON INC ,9/28/2006,667,1050417,7/26/2005,CONTRARIAN CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1050417/0000919574-05-002363-index.htm,https://www.sec.gov/Archives/edgar/data/1050417/0000919574-05-002363.txt,3634,DE
849761,854171,GLOBAL AIRCRAFT SOLUTIONS INC ,9/28/2006,667,1050417,8/8/2005,CONTRARIAN CAPITAL MANAGEMENT LLC ,https://www.sec.gov/Archives/edgar/data/1050417/0000919574-05-002518-index.htm,https://www.sec.gov/Archives/edgar/data/1050417/0000919574-05-002518.txt,4581,AZ
